"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","ULC","EMP","PC_CHGPP","A","2005",-0.3213353,
"JPN","ULC","EMP","PC_CHGPP","A","2006",-0.5697312,
"JPN","ULC","EMP","PC_CHGPP","A","2007",-1.32719,
"JPN","ULC","EMP","PC_CHGPP","A","2008",1.007203,
"JPN","ULC","EMP","PC_CHGPP","A","2009",0.4954591,
"JPN","ULC","EMP","PC_CHGPP","A","2010",-5.474605,
"JPN","ULC","EMP","PC_CHGPP","A","2011",-0.2756899,
"JPN","ULC","EMP","PC_CHGPP","A","2012",-1.548215,
"JPN","ULC","EMP","PC_CHGPP","A","2013",-1.653111,
"JPN","ULC","EMP","PC_CHGPP","A","2014",1.287633,
"JPN","ULC","EMP","PC_CHGPP","A","2015",-0.7955211,
"JPN","ULC","EMP","PC_CHGPP","A","2016",1.306633,
"JPN","ULC","EMP","PC_CHGPP","A","2017",-0.1375396,
"JPN","ULC","EMP","PC_CHGPP","A","2018",2.747432,
"JPN","ULC","EMP","PC_CHGPP","A","2019",2.157544,
"JPN","ULC","EMP","PC_CHGPP","A","2020",3.200847,
"JPN","ULC","EMP","PC_CHGPP","A","2021",-0.5332725,
"DEU","ULC","EMP","PC_CHGPP","A","2001",-0.1278829,
"DEU","ULC","EMP","PC_CHGPP","A","2002",0.9084666,
"DEU","ULC","EMP","PC_CHGPP","A","2003",1.370299,
"DEU","ULC","EMP","PC_CHGPP","A","2004",-0.06509664,
"DEU","ULC","EMP","PC_CHGPP","A","2005",-0.6665606,
"DEU","ULC","EMP","PC_CHGPP","A","2006",-2.104747,
"DEU","ULC","EMP","PC_CHGPP","A","2007",-0.3466099,
"DEU","ULC","EMP","PC_CHGPP","A","2008",3.015927,
"DEU","ULC","EMP","PC_CHGPP","A","2009",6.499389,
"DEU","ULC","EMP","PC_CHGPP","A","2010",-1.055122,
"DEU","ULC","EMP","PC_CHGPP","A","2011",0.2235335,
"DEU","ULC","EMP","PC_CHGPP","A","2012",3.185273,
"DEU","ULC","EMP","PC_CHGPP","A","2013",2.16227,
"DEU","ULC","EMP","PC_CHGPP","A","2014",1.537619,
"DEU","ULC","EMP","PC_CHGPP","A","2015",2.482958,
"DEU","ULC","EMP","PC_CHGPP","A","2016",1.401384,
"DEU","ULC","EMP","PC_CHGPP","A","2017",0.9960828,
"DEU","ULC","EMP","PC_CHGPP","A","2018",3.300581,
"DEU","ULC","EMP","PC_CHGPP","A","2019",3.24021,
"DEU","ULC","EMP","PC_CHGPP","A","2020",3.899594,
"DEU","ULC","EMP","PC_CHGPP","A","2021",0.5545361,
"NLD","ULC","EMP","PC_CHGPP","A","2001",2.554119,
"NLD","ULC","EMP","PC_CHGPP","A","2002",4.709511,
"NLD","ULC","EMP","PC_CHGPP","A","2003",2.322221,
"NLD","ULC","EMP","PC_CHGPP","A","2004",0.1732461,
"NLD","ULC","EMP","PC_CHGPP","A","2005",-0.2371576,
"NLD","ULC","EMP","PC_CHGPP","A","2006",-0.0618956,
"NLD","ULC","EMP","PC_CHGPP","A","2007",1.994385,
"NLD","ULC","EMP","PC_CHGPP","A","2008",3.44403,
"NLD","ULC","EMP","PC_CHGPP","A","2009",5.456768,
"NLD","ULC","EMP","PC_CHGPP","A","2010",-1.224729,
"NLD","ULC","EMP","PC_CHGPP","A","2011",1.147786,
"NLD","ULC","EMP","PC_CHGPP","A","2012",2.811826,
"NLD","ULC","EMP","PC_CHGPP","A","2013",0.7906624,
"NLD","ULC","EMP","PC_CHGPP","A","2014",0.1037638,
"NLD","ULC","EMP","PC_CHGPP","A","2015",-1.275932,
"NLD","ULC","EMP","PC_CHGPP","A","2016",0.9478683,
"NLD","ULC","EMP","PC_CHGPP","A","2017",0.4263092,
"NLD","ULC","EMP","PC_CHGPP","A","2018",2.360352,
"NLD","ULC","EMP","PC_CHGPP","A","2019",3.075007,
"NLD","ULC","EMP","PC_CHGPP","A","2020",8.593119,
"NLD","ULC","EMP","PC_CHGPP","A","2021",-0.7149551,
"DNK","ULC","EMP","PC_CHGPP","A","2001",4.169361,
"DNK","ULC","EMP","PC_CHGPP","A","2002",3.341867,
"DNK","ULC","EMP","PC_CHGPP","A","2003",2.207264,
"DNK","ULC","EMP","PC_CHGPP","A","2004",-0.07243235,
"DNK","ULC","EMP","PC_CHGPP","A","2005",2.433972,
"DNK","ULC","EMP","PC_CHGPP","A","2006",1.862972,
"DNK","ULC","EMP","PC_CHGPP","A","2007",5.196017,
"DNK","ULC","EMP","PC_CHGPP","A","2008",5.68241,
"DNK","ULC","EMP","PC_CHGPP","A","2009",4.674509,
"DNK","ULC","EMP","PC_CHGPP","A","2010",-1.007883,
"DNK","ULC","EMP","PC_CHGPP","A","2011",-0.01289113,
"DNK","ULC","EMP","PC_CHGPP","A","2012",0.8775745,
"DNK","ULC","EMP","PC_CHGPP","A","2013",0.6606394,
"DNK","ULC","EMP","PC_CHGPP","A","2014",0.7260509,
"DNK","ULC","EMP","PC_CHGPP","A","2015",0.7618204,
"DNK","ULC","EMP","PC_CHGPP","A","2016",-0.2242339,
"DNK","ULC","EMP","PC_CHGPP","A","2017",0.343181,
"DNK","ULC","EMP","PC_CHGPP","A","2018",1.119385,
"DNK","ULC","EMP","PC_CHGPP","A","2019",1.874506,
"DNK","ULC","EMP","PC_CHGPP","A","2020",3.58064,
"DNK","ULC","EMP","PC_CHGPP","A","2021",0.5185115,
"CHE","ULC","EMP","PC_CHGPP","A","2001",3.792857,
"CHE","ULC","EMP","PC_CHGPP","A","2002",2.184703,
"CHE","ULC","EMP","PC_CHGPP","A","2003",-0.3445853,
"CHE","ULC","EMP","PC_CHGPP","A","2004",-1.627624,
"CHE","ULC","EMP","PC_CHGPP","A","2005",-0.1433023,
"CHE","ULC","EMP","PC_CHGPP","A","2006",-0.3023999,
"CHE","ULC","EMP","PC_CHGPP","A","2007",1.751361,
"CHE","ULC","EMP","PC_CHGPP","A","2008",1.410399,
"CHE","ULC","EMP","PC_CHGPP","A","2009",4.187551,
"CHE","ULC","EMP","PC_CHGPP","A","2010",-1.597003,
"CHE","ULC","EMP","PC_CHGPP","A","2011",1.353081,
"CHE","ULC","EMP","PC_CHGPP","A","2012",1.030906,
"CHE","ULC","EMP","PC_CHGPP","A","2013",0.4546471,
"CHE","ULC","EMP","PC_CHGPP","A","2014",-0.6768336,
"CHE","ULC","EMP","PC_CHGPP","A","2015",-0.408328,
"CHE","ULC","EMP","PC_CHGPP","A","2016",-1.165912,
"CHE","ULC","EMP","PC_CHGPP","A","2017",0.007028307,
"CHE","ULC","EMP","PC_CHGPP","A","2018",-0.7536712,
"CHE","ULC","EMP","PC_CHGPP","A","2019",1.128897,
"CHE","ULC","EMP","PC_CHGPP","A","2020",1.222067,
"CHE","ULC","EMP","PC_CHGPP","A","2021",0.3059593,
"LVA","ULC","EMP","PC_CHGPP","A","2001",-0.1709551,
"LVA","ULC","EMP","PC_CHGPP","A","2002",-1.042221,
"LVA","ULC","EMP","PC_CHGPP","A","2003",3.676685,
"LVA","ULC","EMP","PC_CHGPP","A","2004",6.578262,
"LVA","ULC","EMP","PC_CHGPP","A","2005",15.12392,
"LVA","ULC","EMP","PC_CHGPP","A","2006",15.31853,
"LVA","ULC","EMP","PC_CHGPP","A","2007",26.95815,
"LVA","ULC","EMP","PC_CHGPP","A","2008",20.4961,
"LVA","ULC","EMP","PC_CHGPP","A","2009",-11.12352,
"LVA","ULC","EMP","PC_CHGPP","A","2010",-8.344762,
"LVA","ULC","EMP","PC_CHGPP","A","2011",1.704893,
"LVA","ULC","EMP","PC_CHGPP","A","2012",1.573383,
"LVA","ULC","EMP","PC_CHGPP","A","2013",6.058757,
"LVA","ULC","EMP","PC_CHGPP","A","2014",4.670775,
"LVA","ULC","EMP","PC_CHGPP","A","2015",5.042495,
"LVA","ULC","EMP","PC_CHGPP","A","2016",4.715875,
"LVA","ULC","EMP","PC_CHGPP","A","2017",4.088715,
"LVA","ULC","EMP","PC_CHGPP","A","2018",5.135909,
"LVA","ULC","EMP","PC_CHGPP","A","2019",5.127573,
"LVA","ULC","EMP","PC_CHGPP","A","2020",4.834375,
"LVA","ULC","EMP","PC_CHGPP","A","2021",4.028047,
"LTU","ULC","EMP","PC_CHGPP","A","2001",-3.451375,
"LTU","ULC","EMP","PC_CHGPP","A","2002",1.856516,
"LTU","ULC","EMP","PC_CHGPP","A","2003",0.7190489,
"LTU","ULC","EMP","PC_CHGPP","A","2004",4.116352,
"LTU","ULC","EMP","PC_CHGPP","A","2005",6.579293,
"LTU","ULC","EMP","PC_CHGPP","A","2006",12.00168,
"LTU","ULC","EMP","PC_CHGPP","A","2007",4.695397,
"LTU","ULC","EMP","PC_CHGPP","A","2008",9.740338,
"LTU","ULC","EMP","PC_CHGPP","A","2009",-1.82504,
"LTU","ULC","EMP","PC_CHGPP","A","2010",-6.85999,
"LTU","ULC","EMP","PC_CHGPP","A","2011",0.507189,
"LTU","ULC","EMP","PC_CHGPP","A","2012",2.142012,
"LTU","ULC","EMP","PC_CHGPP","A","2013",3.099105,
"LTU","ULC","EMP","PC_CHGPP","A","2014",3.208135,
"LTU","ULC","EMP","PC_CHGPP","A","2015",5.172426,
"LTU","ULC","EMP","PC_CHGPP","A","2016",6.035523,
"LTU","ULC","EMP","PC_CHGPP","A","2017",4.269715,
"LTU","ULC","EMP","PC_CHGPP","A","2018",5.273848,
"LTU","ULC","EMP","PC_CHGPP","A","2019",6.137573,
"LTU","ULC","EMP","PC_CHGPP","A","2020",5.08203,
"LTU","ULC","EMP","PC_CHGPP","A","2021",6.803977,
"IRL","ULC","EMP","PC_CHGPP","A","2001",5.851355,
"IRL","ULC","EMP","PC_CHGPP","A","2002",1.501044,
"IRL","ULC","EMP","PC_CHGPP","A","2003",4.254166,
"IRL","ULC","EMP","PC_CHGPP","A","2004",2.293078,
"IRL","ULC","EMP","PC_CHGPP","A","2005",4.195488,
"IRL","ULC","EMP","PC_CHGPP","A","2006",3.789869,
"IRL","ULC","EMP","PC_CHGPP","A","2007",4.888465,
"IRL","ULC","EMP","PC_CHGPP","A","2008",7.909185,
"IRL","ULC","EMP","PC_CHGPP","A","2009",-3.406691,
"IRL","ULC","EMP","PC_CHGPP","A","2010",-7.864244,
"IRL","ULC","EMP","PC_CHGPP","A","2011",-4.212448,
"IRL","ULC","EMP","PC_CHGPP","A","2012",1.094357,
"IRL","ULC","EMP","PC_CHGPP","A","2013",0.09489146,
"IRL","ULC","EMP","PC_CHGPP","A","2014",-4.233905,
"IRL","ULC","EMP","PC_CHGPP","A","2015",-14.02675,
"IRL","ULC","EMP","PC_CHGPP","A","2016",4.047255,
"IRL","ULC","EMP","PC_CHGPP","A","2017",-3.151024,
"IRL","ULC","EMP","PC_CHGPP","A","2018",-2.97238,
"IRL","ULC","EMP","PC_CHGPP","A","2019",1.205822,
"IRL","ULC","EMP","PC_CHGPP","A","2020",-4.684699,
"IRL","ULC","EMP","PC_CHGPP","A","2021",-4.125969,
"ISR","ULC","EMP","PC_CHGPP","A","2001",4.166269,
"ISR","ULC","EMP","PC_CHGPP","A","2002",1.486275,
"ISR","ULC","EMP","PC_CHGPP","A","2003",-2.815666,
"ISR","ULC","EMP","PC_CHGPP","A","2004",-2.184821,
"ISR","ULC","EMP","PC_CHGPP","A","2005",0.9708927,
"ISR","ULC","EMP","PC_CHGPP","A","2006",3.35189,
"ISR","ULC","EMP","PC_CHGPP","A","2007",0.7874352,
"ISR","ULC","EMP","PC_CHGPP","A","2008",3.250458,
"ISR","ULC","EMP","PC_CHGPP","A","2009",0.5373771,
"ISR","ULC","EMP","PC_CHGPP","A","2010",1.40659,
"ISR","ULC","EMP","PC_CHGPP","A","2011",1.428397,
"ISR","ULC","EMP","PC_CHGPP","A","2012",3.821693,
"ISR","ULC","EMP","PC_CHGPP","A","2013",1.057848,
"ISR","ULC","EMP","PC_CHGPP","A","2014",0.5673,
"ISR","ULC","EMP","PC_CHGPP","A","2015",3.146491,
"ISR","ULC","EMP","PC_CHGPP","A","2016",2.037612,
"ISR","ULC","EMP","PC_CHGPP","A","2017",1.581274,
"ISR","ULC","EMP","PC_CHGPP","A","2018",1.837452,
"ISR","ULC","EMP","PC_CHGPP","A","2019",0.7961153,
"ISR","ULC","EMP","PC_CHGPP","A","2020",1.348606,
"ISR","ULC","EMP","PC_CHGPP","A","2021",-0.2471181,
"CZE","ULC","EMP","PC_CHGPP","A","2001",4.983958,
"CZE","ULC","EMP","PC_CHGPP","A","2002",6.814687,
"CZE","ULC","EMP","PC_CHGPP","A","2003",3.254151,
"CZE","ULC","EMP","PC_CHGPP","A","2004",2.926218,
"CZE","ULC","EMP","PC_CHGPP","A","2005",-0.7155266,
"CZE","ULC","EMP","PC_CHGPP","A","2006",0.4055121,
"CZE","ULC","EMP","PC_CHGPP","A","2007",2.665022,
"CZE","ULC","EMP","PC_CHGPP","A","2008",4.041125,
"CZE","ULC","EMP","PC_CHGPP","A","2009",2.186276,
"CZE","ULC","EMP","PC_CHGPP","A","2010",0.4801967,
"CZE","ULC","EMP","PC_CHGPP","A","2011",0.7626864,
"CZE","ULC","EMP","PC_CHGPP","A","2012",3.092951,
"CZE","ULC","EMP","PC_CHGPP","A","2013",0.3130092,
"CZE","ULC","EMP","PC_CHGPP","A","2014",1.084453,
"CZE","ULC","EMP","PC_CHGPP","A","2015",-0.8650747,
"CZE","ULC","EMP","PC_CHGPP","A","2016",3.095014,
"CZE","ULC","EMP","PC_CHGPP","A","2017",3.29312,
"CZE","ULC","EMP","PC_CHGPP","A","2018",6.143705,
"CZE","ULC","EMP","PC_CHGPP","A","2019",4.369623,
"CZE","ULC","EMP","PC_CHGPP","A","2020",7.323894,
"CZE","ULC","EMP","PC_CHGPP","A","2021",1.802566,
"SWE","ULC","EMP","PC_CHGPP","A","2001",4.856418,
"SWE","ULC","EMP","PC_CHGPP","A","2002",0.9884143,
"SWE","ULC","EMP","PC_CHGPP","A","2003",0.5728291,
"SWE","ULC","EMP","PC_CHGPP","A","2004",-0.3483728,
"SWE","ULC","EMP","PC_CHGPP","A","2005",0.5684176,
"SWE","ULC","EMP","PC_CHGPP","A","2006",0.01551621,
"SWE","ULC","EMP","PC_CHGPP","A","2007",4.180545,
"SWE","ULC","EMP","PC_CHGPP","A","2008",5.446,
"SWE","ULC","EMP","PC_CHGPP","A","2009",4.559071,
"SWE","ULC","EMP","PC_CHGPP","A","2010",-2.268711,
"SWE","ULC","EMP","PC_CHGPP","A","2011",2.154431,
"SWE","ULC","EMP","PC_CHGPP","A","2012",4.099069,
"SWE","ULC","EMP","PC_CHGPP","A","2013",1.820977,
"SWE","ULC","EMP","PC_CHGPP","A","2014",0.9513779,
"SWE","ULC","EMP","PC_CHGPP","A","2015",-0.07426187,
"SWE","ULC","EMP","PC_CHGPP","A","2016",2.510153,
"SWE","ULC","EMP","PC_CHGPP","A","2017",1.741744,
"SWE","ULC","EMP","PC_CHGPP","A","2018",3.509645,
