"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.175,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.155,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.155,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.147,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.15,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.149,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.152,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.145,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.141,
"BLR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.156,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.156,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.15,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.154,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.155,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.154,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.145,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.155,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.163,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.168,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.184,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.173,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.163,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.15,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.15,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.159,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.154,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.164,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.154,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.157,
"BIH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.095,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.095,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.095,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.095,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.095,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.094,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.094,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.094,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.091,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.094,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.091,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.093,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.095,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.097,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.099,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.098,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.099,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.096,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.096,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.098,
"BRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.098,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.089,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.083,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.094,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.086,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.083,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.113,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.12,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.137,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.12,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.124,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.143,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.14,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.114,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.136,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.105,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.118,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.141,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.141,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.153,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.146,
"BRN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.236,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.218,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.212,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.194,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.191,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.184,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.17,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.158,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.143,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.143,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.151,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.143,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.133,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.139,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.14,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.132,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.133,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.129,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.123,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.122,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.188,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.176,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.167,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.156,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.143,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.133,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.126,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.119,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.127,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.126,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.12,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.117,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.112,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.113,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.114,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.119,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.115,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.114,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.121,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.127,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.107,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.107,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.104,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.103,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.101,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.099,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.098,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.093,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.092,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.091,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.094,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.098,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.099,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.088,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.088,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.092,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.092,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.09,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.094,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.092,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.082,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.241,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.235,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.243,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.252,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.249,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.242,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.228,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.213,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.208,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.208,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.203,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.195,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.187,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.179,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.168,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.156,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.151,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.149,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.147,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.148,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.075,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.072,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.071,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.068,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.068,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.067,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.062,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.063,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.065,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.061,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.059,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.055,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.068,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.066,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.065,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.066,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.062,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.059,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.062,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.062,
"COL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.056,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.11,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.107,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.109,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.104,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.101,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.096,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.095,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.091,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.095,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.095,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.093,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.089,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.088,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.084,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.086,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.083,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.083,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.079,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.077,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.08,
"HRV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.097,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.095,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.1,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.09,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.087,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.086,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.087,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.089,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.089,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.084,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.081,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.079,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.073,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.076,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.076,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.076,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.074,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.07,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.067,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.066,
"CYP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.08,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.08,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.08,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.084,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.092,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.091,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.091,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.088,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.086,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.081,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.083,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.084,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.079,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.08,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.076,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.08,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.08,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.076,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.071,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.066,
"EGY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.202,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.176,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.177,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.178,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.163,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.148,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.159,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.149,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.14,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.18,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.164,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.146,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.16,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.147,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.125,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.152,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.14,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.129,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.104,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.101,
"EST","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.105,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.524,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.531,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.56,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.516,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.469,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.434,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.401,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.372,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.348,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.323,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.301,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.285,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.27,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.255,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.236,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.227,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.212,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.203,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.191,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.183,
"ETH","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.128,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.12,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.115,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.111,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.104,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.101,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.099,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.087,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.093,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.088,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.093,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.092,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.099,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.102,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.104,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.105,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.101,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.095,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.095,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.099,
"GEO","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.102,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.097,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.088,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.082,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.077,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.078,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.074,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.073,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.071,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.073,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.067,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.069,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.064,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.064,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.065,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.063,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.058,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.062,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.061,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.065,
"GHA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.129,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.133,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.129,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.133,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.133,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.135,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.132,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.13,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.128,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.141,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.141,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.145,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.143,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.137,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.136,
"HTI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.138,
